Unnamed: 0,volatile acidity,citric acid,residual sugar,chlorides,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1178,0.915,0.0,2.1,0.0409999999999999,78.0,0.99346,3.68,0.73,11.4,0
1179,0.35,0.33,2.4,0.076,47.0,0.99599,3.27,0.81,11.0,1
1181,0.39,0.43,1.65,0.068,11.0,0.99478,3.19,0.46,11.4,0
1182,0.4,0.4,2.5,0.068,54.0,0.99754,3.38,0.86,10.5,1
1183,0.66,0.07,1.6,0.07,61.0,0.99572,3.29,0.6,9.3,0
1184,0.64,0.23,2.1,0.08,119.0,0.99538,3.36,0.7,10.9,0
1185,0.43,0.3,2.0,0.085,39.0,0.99346,3.33,0.46,11.9,1
1186,0.8,0.03,7.8,0.079,12.0,0.9963,3.52,0.5,12.2,0
1189,0.955,0.05,1.8,0.075,19.0,0.99616,3.3,0.44,9.6,0
1190,0.4,0.57,4.6,0.08,20.0,0.99652,3.28,0.57,12.5,1
1191,0.885,0.0,2.3,0.166,12.0,0.99551,3.56,0.51,10.8,0
1192,0.25,0.37,2.5,0.063,41.0,0.99439,3.52,0.8,12.4,1
1193,0.885,0.0,2.3,0.166,12.0,0.99551,3.56,0.51,10.8,0
1194,0.745,0.12,1.8,0.114,64.0,0.99588,3.22,0.59,9.5,1
1195,0.43,0.22,1.8,0.078,56.0,0.99633,3.52,0.6,9.5,1
1196,0.58,0.23,2.3,0.076,94.0,0.99686,3.21,0.58,9.5,1
1197,0.57,0.21,1.5,0.069,9.0,0.99458,3.16,0.54,9.8,1
1198,0.26,0.26,2.0,0.052,77.0,0.9951,3.15,0.79,10.9,1
1201,0.34,0.36,1.9,0.065,10.0,0.99419,3.27,0.54,11.2,1
1202,0.42,0.39,1.8,0.068,12.0,0.99516,3.35,0.69,11.7,1
1203,0.74,0.19,5.8,0.111,76.0,0.99878,3.14,0.55,9.4,0
1204,0.36,0.46,2.1,0.074,44.0,0.99534,3.4,0.85,11.0,1
1207,0.72,0.55,1.7,0.136,52.0,0.99752,3.35,0.94,10.0,0
1209,0.39,0.43,2.0,0.071,24.0,0.99428,3.45,0.87,11.2,1
1210,0.65,0.02,2.1,0.078,15.0,0.99498,3.35,0.62,10.4,1
1211,0.44,0.15,2.1,0.076,53.0,0.9957,3.32,0.62,9.3,0
1213,0.38,0.42,1.9,0.071,13.0,0.99659,3.15,0.75,10.5,1
1214,0.33,0.46,1.9,0.081,9.0,0.99628,3.1,0.48,10.4,1
1215,0.27,0.46,2.1,0.095,29.0,0.99488,3.26,0.56,11.3,1
1216,0.57,0.31,2.0,0.079,79.0,0.99677,3.29,0.69,9.5,1
1217,0.34,0.37,1.9,0.057,74.0,0.99408,3.23,0.81,12.0,1
1218,0.4,0.31,1.9,0.0819999999999999,24.0,0.996,3.24,0.69,10.6,1
1219,0.39,0.4,1.3,0.044,50.0,0.99478,3.2,0.83,10.9,1
1220,0.32,0.52,1.8,0.132,44.0,0.99734,3.28,0.77,11.5,1
1222,0.53,0.22,2.2,0.078,89.0,0.99678,3.26,0.46,9.6,1
1223,0.36,0.47,2.2,0.074,23.0,0.99638,3.23,0.76,12.0,1
1224,0.39,0.49,2.5,0.08,20.0,0.9992,3.07,0.82,10.3,1
1225,0.46,0.23,2.6,0.091,77.0,0.99922,3.15,0.51,9.4,0
1226,0.58,0.03,4.1,0.08,46.0,0.99592,3.02,0.47,9.2,0
1227,0.58,0.25,2.0,0.104,21.0,0.99769,3.27,0.72,9.6,0
1228,0.42,0.0,1.8,0.044,88.0,0.99157,3.68,0.73,13.6,1
1229,0.43,0.29,2.1,0.075,66.0,0.99718,3.4,0.64,9.5,0
1230,0.18,0.34,2.7,0.066,58.0,0.9947,3.37,0.78,11.8,1
1231,0.815,0.01,2.6,0.074,90.0,0.99621,3.38,0.62,10.8,0
1233,0.23,0.37,2.2,0.057,36.0,0.99614,3.23,0.49,9.3,0
1234,0.75,0.01,2.2,0.059,18.0,0.99242,3.39,0.4,12.8,1
1235,0.33,0.32,12.9,0.054,113.0,0.99572,3.3,0.56,11.5,0
1236,0.55,0.0,1.7,0.07,17.0,0.99659,3.26,0.64,9.4,1
1238,0.73,0.0,2.5,0.081,24.0,0.99798,3.38,0.46,9.6,0
1239,0.67,0.0,4.3,0.057,20.0,0.99488,3.45,0.56,11.8,0
1240,0.61,0.2,1.7,0.076,60.0,0.99494,3.1,0.4,9.3,0
1241,0.37,0.39,2.5,0.079,65.0,0.99729,3.16,0.59,9.8,0
1242,0.4,0.41,2.0,0.0579999999999999,40.0,0.99414,3.22,0.6,12.2,1
1243,0.56,0.22,2.4,0.0819999999999999,86.0,0.9983,3.37,0.62,9.5,0
1244,0.29,0.25,13.4,0.067,160.0,0.99721,3.33,0.54,10.3,1
1245,0.55,0.19,1.8,0.0819999999999999,34.0,0.99655,3.49,0.68,10.5,0
1246,0.74,0.07,1.7,0.086,48.0,0.99502,3.12,0.48,10.0,0
1248,0.41,0.33,2.2,0.081,36.0,0.9949,3.41,0.75,11.1,1
1249,0.6,0.01,2.3,0.079,37.0,0.99514,3.4,0.61,10.9,1
1251,0.58,0.14,2.2,0.077,60.0,0.9963,3.28,0.59,9.8,0
1252,0.72,0.0,1.8,0.123,14.0,0.99627,3.45,0.58,9.8,0
1253,0.66,0.0,1.4,0.096,13.0,0.99569,3.43,0.58,9.5,0
1254,0.7,0.06,1.9,0.079,35.0,0.99628,3.4,0.69,10.9,0
1255,0.64,0.02,2.4,0.069,46.0,0.99358,3.47,0.45,11.0,0
1256,0.59,0.22,1.8,0.0819999999999999,60.0,0.99499,3.1,0.42,9.2,0
1257,0.58,0.28,4.8,0.085,69.0,0.99633,3.32,0.7,11.0,1
1258,0.64,0.0,2.7,0.123,33.0,0.99538,3.44,0.63,11.3,1
1260,0.635,0.68,1.8,0.4029999999999999,56.0,0.99632,3.02,1.15,9.3,0
1261,1.02,0.0,2.0,0.083,24.0,0.99437,3.59,0.55,11.2,0
1262,0.45,0.38,2.5,0.081,66.0,0.99726,3.15,0.58,9.8,0
1263,0.78,0.0,2.2,0.089,26.0,0.9978,3.37,0.46,9.6,0
1264,0.37,0.32,1.8,0.066,51.0,0.99456,3.38,0.72,11.8,1
1265,0.57,0.05,2.3,0.081,36.0,0.99564,3.38,0.6,10.3,1
1267,0.43,0.5,2.3,0.068,19.0,0.996,3.1,0.87,11.4,1
1268,0.41,0.31,2.0,0.079,51.0,0.99668,3.47,0.55,9.5,1
1269,0.49,0.03,1.8,0.044,87.0,0.9908,3.5,0.82,14.0,1
1270,0.38,0.01,1.6,0.048,60.0,0.99084,3.7,0.75,14.0,1
1271,0.44,0.2,1.6,0.049,64.0,0.9935,3.38,0.57,11.7,1
1272,0.46,0.0,1.9,0.077,44.0,0.99385,3.5,0.53,11.2,0
1273,0.58,0.2,2.0,0.073,44.0,0.99494,3.1,0.43,9.3,0
1274,0.58,0.13,2.1,0.102,36.0,0.9944,3.24,0.53,11.2,1
1275,0.715,0.22,2.3,0.075,81.0,0.99688,3.24,0.54,9.5,1
1276,0.4,0.4,6.3,0.05,10.0,0.99566,3.28,0.56,12.0,0
1277,0.69,0.0,1.9,0.114,10.0,0.99636,3.35,0.6,9.7,1
1279,0.3,0.39,1.7,0.062,9.0,0.9948,3.14,0.57,11.5,1
1280,0.46,0.2,1.9,0.077,54.0,0.9956,3.37,0.64,10.4,1
1282,0.765,0.0,2.0,0.084,22.0,0.99619,3.33,0.68,10.9,1
1283,0.63,0.28,2.7,0.096,69.0,0.99734,3.26,0.63,10.2,1
1284,0.42,0.19,2.3,0.071,36.0,0.99476,3.39,0.56,10.9,0
1285,0.37,0.5,1.8,0.09,47.0,0.99734,3.15,0.57,10.5,0
1286,0.16,0.44,2.5,0.068,31.0,0.99328,3.35,0.54,12.4,1
1287,0.6,0.08,2.6,0.0559999999999999,7.0,0.99286,3.22,0.37,13.0,0
1288,0.6,0.3,4.5,0.068,110.0,0.99914,3.3,1.17,10.2,0
1290,0.74,0.0,1.9,0.1,12.0,0.99521,3.36,0.59,11.0,0
1291,0.635,0.1,2.1,0.073,60.0,0.99638,3.29,0.75,10.9,1
1292,0.395,0.13,2.4,0.0559999999999999,28.0,0.99362,3.62,0.67,12.4,1
1293,0.755,0.0,1.9,0.084,12.0,0.99672,3.34,0.49,9.7,0
1295,0.63,0.0,4.3,0.093,77.5,0.99558,3.2,0.45,9.5,0
1297,0.53,0.14,2.1,0.064,29.0,0.99323,3.35,0.61,12.1,1
1298,0.6,0.0,1.4,0.063,18.0,0.99191,3.45,0.56,12.2,1
1299,1.58,0.0,2.1,0.1369999999999999,9.0,0.99476,3.5,0.4,10.9,0
1300,0.645,0.0,2.15,0.08,28.0,0.99444,3.78,0.61,12.5,1
1301,0.86,0.07,2.0,0.1,57.0,0.99598,3.6,0.74,11.7,1
1302,0.37,0.32,2.1,0.064,15.0,0.99576,3.3,0.8,11.2,1
1303,0.28,0.44,1.8,0.081,68.0,0.99501,3.36,0.66,11.2,0
1304,0.79,0.21,2.3,0.087,68.0,0.9955,3.12,0.44,9.2,0
1305,0.61,0.26,1.9,0.073,88.0,0.99612,3.3,0.53,9.8,0
1306,0.69,0.32,2.5,0.088,91.0,0.9979,3.29,0.62,10.1,0
1307,0.68,0.09,3.9,0.068,29.0,0.99524,3.41,0.52,11.1,0
1309,0.62,0.1,1.4,0.071,63.0,0.996,3.28,0.61,9.2,0
1311,0.51,0.15,3.0,0.064,27.0,0.9929,3.33,0.59,12.8,1
1312,1.18,0.21,1.9,0.083,41.0,0.99532,3.34,0.47,10.5,0
1313,0.36,0.21,2.3,0.086,65.0,0.99558,3.4,0.54,10.1,1
1314,0.36,0.21,2.4,0.086,69.0,0.99556,3.4,0.53,10.1,1
1315,0.63,0.27,2.0,0.083,91.0,0.99616,3.26,0.58,9.8,1
1316,0.74,0.0,1.2,0.0409999999999999,46.0,0.99258,4.01,0.59,12.5,1
1317,0.44,0.46,2.2,0.091,41.0,0.99638,3.18,0.69,11.9,1
1319,0.76,0.68,1.7,0.414,64.0,0.99652,2.9,1.33,9.1,1
1320,0.66,0.34,2.6,0.094,88.0,0.99796,3.26,0.66,10.1,0
1321,0.74,0.0,1.2,0.0409999999999999,46.0,0.99258,4.01,0.59,12.5,1
1322,0.34,0.42,1.8,0.0579999999999999,18.0,0.99392,3.18,0.55,11.4,0
1323,0.36,0.39,1.8,0.06,55.0,0.99495,3.18,0.82,11.0,1
1324,0.46,0.24,1.7,0.077,34.0,0.9948,3.39,0.6,10.6,1
1328,0.52,0.11,1.8,0.073,38.0,0.9955,3.34,0.52,9.3,0
1329,0.6,0.26,2.1,0.083,91.0,0.99616,3.29,0.56,9.8,1
1331,0.87,0.26,3.8,0.107,67.0,0.99668,3.26,0.46,9.2,0
1332,0.39,0.1,1.7,0.075,25.0,0.99581,3.09,0.43,9.7,1
1333,0.775,0.22,2.2,0.079,48.0,0.9976,3.18,0.51,9.6,0
1334,0.835,0.0,2.0,0.166,11.0,0.99608,3.39,0.52,10.0,0
1335,0.58,0.02,2.4,0.069,40.0,0.99387,3.38,0.66,12.6,1
1336,0.5,0.0,1.4,0.057,26.0,0.99448,3.36,0.45,9.5,0
1339,0.51,0.02,1.7,0.084,31.0,0.99538,3.36,0.54,10.5,1
1342,0.54,0.02,1.7,0.085,31.0,0.99589,3.37,0.51,10.4,1
1344,0.42,0.48,2.6,0.077,20.0,0.99852,3.09,0.53,11.0,0
1345,0.44,0.24,2.3,0.063,28.0,0.99613,3.25,0.53,10.2,1
1346,0.59,0.01,2.1,0.0559999999999999,13.0,0.99472,3.52,0.56,11.4,0
1347,0.655,0.03,1.8,0.078,12.0,0.99587,3.34,0.39,9.5,0
1349,0.57,0.0,2.8,0.081,41.0,0.99518,3.41,0.52,10.8,0
1350,0.6,0.29,2.0,0.069,73.0,0.99654,3.34,0.57,10.0,0
1351,0.62,0.01,2.3,0.065,46.0,0.99332,3.32,0.51,11.8,1
1352,0.645,0.03,1.9,0.086,57.0,0.9969,3.37,0.46,10.3,0
1354,0.58,0.03,2.3,0.077,28.0,0.99568,3.35,0.52,10.0,0
1355,0.32,0.25,1.8,0.086,32.0,0.99464,3.36,0.44,10.1,0
1356,0.34,0.25,1.8,0.084,28.0,0.99464,3.36,0.44,10.1,0
1357,0.43,0.24,2.5,0.078,67.0,0.99648,3.6,0.59,11.1,1
1358,0.64,0.17,5.4,0.168,98.0,0.99736,3.28,0.5,9.5,0
1359,0.475,0.4,1.4,0.091,28.0,0.99704,3.07,0.65,10.0333333333333,1
1360,0.54,0.31,2.3,0.1119999999999999,38.0,0.99699,3.24,0.56,10.9,0
1361,0.85,0.14,2.5,0.093,54.0,0.99724,3.36,0.54,10.1,0
1363,0.83,0.27,2.0,0.08,63.0,0.99652,3.29,0.48,9.8,0
1364,0.605,0.02,1.9,0.096,31.0,0.995,3.46,0.53,11.8,1
1365,0.5,0.09,2.2,0.115,42.0,0.9971,3.18,0.62,9.5,0
1366,0.74,0.08,1.7,0.094,45.0,0.99576,3.24,0.5,9.8,0
1367,0.54,0.3,2.2,0.088,105.0,0.99725,3.25,1.18,10.5,1
1368,0.77,0.32,2.1,0.079,74.0,0.99656,3.27,0.5,9.8,1
1369,0.61,0.0,1.6,0.069,8.0,0.99396,3.33,0.37,10.4,0
1370,0.78,0.51,1.7,0.415,66.0,0.99623,3.0,1.17,9.2,0
1371,0.58,0.56,3.1,0.153,14.0,0.99476,3.21,1.03,11.6,1
1373,0.75,0.27,3.8,0.11,89.0,0.99664,3.24,0.45,9.3,0
1374,0.815,0.0,1.2,0.267,29.0,0.99471,3.32,0.51,9.8,0
1375,0.56,0.26,2.0,0.083,100.0,0.99586,3.26,0.52,9.9,0
1376,0.885,0.2,1.4,0.086,31.0,0.9946,3.11,0.46,10.0,0
1377,0.49,0.26,2.3,0.09,74.0,0.9953,3.71,0.62,12.2,1
1378,0.45,0.15,2.0,0.078,28.0,0.99609,3.29,0.51,9.9,1
1379,0.57,0.02,2.6,0.077,35.0,0.99557,3.36,0.62,10.8,1
1381,0.83,0.09,1.8,0.074,25.0,0.99534,3.38,0.45,9.6,0
1382,0.6,0.22,2.1,0.08,105.0,0.99613,3.3,0.49,9.9,0
1384,0.755,0.15,1.8,0.107,84.0,0.99593,3.19,0.5,9.5,0
1385,0.81,0.25,3.4,0.076,85.0,0.99668,3.19,0.42,9.2,0
1386,0.64,0.07,1.8,0.1,23.0,0.9961,3.3,0.58,9.6,0
1388,0.64,0.31,6.1,0.083,49.0,0.99718,3.35,0.68,10.3,0
1389,0.48,0.02,2.2,0.08,111.0,0.99524,3.1,0.53,9.7,0
1390,0.49,0.0,2.3,0.068,33.0,0.99292,3.58,0.59,12.5,1
1391,0.64,0.22,2.4,0.094,33.0,0.99612,3.37,0.58,11.0,0
1392,0.62,0.06,1.3,0.07,12.0,0.9942,3.17,0.48,9.8,0
1393,0.52,0.25,2.0,0.078,59.0,0.99612,3.3,0.48,10.2,0
1394,0.57,0.14,3.9,0.07,73.0,0.99669,3.32,0.48,9.2,0
1395,0.685,0.1,1.6,0.092,12.0,0.99745,3.31,0.65,9.55,1
1396,0.675,0.1,1.6,0.09,11.0,0.99745,3.31,0.65,9.55,0
1397,0.59,0.26,2.0,0.08,104.0,0.99584,3.28,0.52,9.9,0
1398,0.6,0.12,2.2,0.083,28.0,0.9966,3.52,0.62,10.2,1
1399,0.67,0.0,2.2,0.068,24.0,0.9956,3.42,0.72,11.1,1
1400,0.69,0.21,2.1,0.08,141.0,0.9962,3.25,0.51,9.9,0
1402,0.3,0.42,2.0,0.052,24.0,0.9963,3.44,0.82,11.9,1
1403,0.33,0.33,1.7,0.061,13.0,0.996,3.23,1.1,10.0,1
1404,0.5,0.39,2.6,0.0819999999999999,46.0,0.9985,3.43,0.62,10.7,1
1405,0.28,0.3,2.0,0.062,34.0,0.9952,3.28,0.9,11.3,1
1406,0.24,0.34,5.1,0.062,22.0,0.9974,3.22,0.94,10.9,1
1407,0.51,0.0,2.1,0.064,54.0,0.995,3.54,0.93,10.7,1
1408,0.29,0.36,2.2,0.048,53.0,0.995,3.27,1.01,12.4,1
1410,0.96,0.0,1.8,0.0819999999999999,16.0,0.9936,3.5,0.44,11.9,1
1411,0.47,0.4,2.4,0.071,19.0,0.9963,3.56,0.73,10.6,1
1413,0.57,0.25,2.0,0.104,89.0,0.9963,3.04,0.9,10.1,0
1414,0.32,0.59,2.2,0.077,15.0,0.9994,3.2,0.78,9.6,0
1415,0.58,0.0,1.6,0.065,18.0,0.9966,3.56,0.84,9.4,0
1417,0.34,0.33,2.5,0.064,37.0,0.9952,3.35,0.77,12.1,1
1418,0.53,0.01,1.6,0.077,19.0,0.995,3.16,0.46,9.8,0
1419,0.64,0.21,2.2,0.077,133.0,0.9956,3.27,0.45,9.9,0
1421,0.4,0.18,1.6,0.079,58.0,0.9965,3.34,0.58,9.4,0
1422,0.54,0.0,2.1,0.079,55.0,0.9956,3.39,0.84,11.4,1
1423,0.53,0.09,3.9,0.123,31.0,0.9968,3.5,0.67,11.0,0
1424,0.26,0.37,1.4,0.076,23.0,0.9974,3.26,0.7,9.6,1
1426,0.23,0.37,1.8,0.046,60.0,0.9971,3.41,0.71,12.1,1
1427,0.41,0.33,2.5,0.078,23.0,0.9957,3.3,0.58,11.2,0
1428,0.64,0.0,1.9,0.072,55.0,0.9962,3.31,0.63,11.0,0
1429,0.18,0.4,2.2,0.049,67.0,0.996,3.33,0.93,11.3,0
1430,0.41,0.24,1.8,0.066,47.0,0.9956,3.37,0.62,10.4,0
1431,0.43,0.31,2.1,0.069,74.0,0.9958,3.26,0.54,9.9,1
1432,0.44,0.0,1.6,0.042,11.0,0.9944,3.48,0.85,11.7,1
1433,0.4,0.16,1.8,0.069,25.0,0.9955,3.42,0.74,10.1,1
1434,0.54,0.37,15.4,0.214,95.0,1.00369,3.18,0.77,9.0,1
1436,0.38,0.38,1.6,0.1689999999999999,90.0,0.99914,3.15,0.65,8.5,0
1437,0.915,0.29,4.8,0.07,39.0,0.99577,3.53,0.54,11.1,0
1438,0.59,0.0,1.7,0.052,8.0,0.996,3.41,0.47,10.3,0
1439,0.67,0.02,2.2,0.072,92.0,0.99566,3.32,0.68,11.066666666666698,1
1440,0.37,0.32,2.0,0.062,28.0,0.9947,3.23,0.73,11.3,1
1441,0.785,0.19,5.2,0.094,98.0,0.99713,3.16,0.52,9.56666666666667,1
1442,0.63,0.02,1.9,0.078,30.0,0.99712,3.4,0.75,9.8,0
1443,0.58,0.2,1.75,0.0579999999999999,22.0,0.99322,3.38,0.49,11.7,0
1444,0.67,0.02,2.2,0.072,92.0,0.99566,3.32,0.68,11.1,1
1445,0.785,0.19,5.2,0.094,98.0,0.99713,3.16,0.52,9.6,1
1447,0.67,0.0,1.9,0.08,39.0,0.99701,3.4,0.74,9.7,0
1448,0.58,0.01,1.9,0.08,54.0,0.99683,3.4,0.73,9.7,0
1449,0.38,0.31,2.0,0.0559999999999999,29.0,0.99472,3.23,0.76,11.3,1
1451,0.32,0.44,2.7,0.104,17.0,0.99732,3.33,0.78,11.0,1
1452,0.58,0.02,2.0,0.062,53.0,0.99374,3.35,0.76,11.6,1
1453,0.49,0.33,1.9,0.074,85.0,0.99706,3.41,0.58,9.0,0
1454,0.45,0.63,2.2,0.073,23.0,0.99974,3.21,0.69,10.9,1
1455,0.9,0.0,1.6,0.052,17.0,0.99467,3.5,0.63,10.9,1
1456,0.54,0.06,1.8,0.05,89.0,0.99236,3.3,0.5,10.55,1
1458,0.29,0.4,1.7,0.067,20.0,0.99603,3.39,0.6,10.5,0
1459,0.2,0.35,1.7,0.054,15.0,0.99458,3.32,0.8,11.9,1
1460,0.42,0.09,2.3,0.054,64.0,0.99724,3.41,0.68,10.4,1
1461,0.785,0.0,2.1,0.06,13.0,0.99664,3.59,0.61,10.0,0
1462,0.64,0.03,2.3,0.075,31.0,0.99545,3.36,0.58,10.4,1
1463,0.63,0.01,2.4,0.076,39.0,0.99522,3.34,0.53,10.8,1
1464,0.59,0.1,1.7,0.063,53.0,0.9958,3.41,0.67,9.7,0
1466,0.48,0.32,2.1,0.062,54.0,0.99728,3.3,0.65,10.0,1
1467,1.04,0.08,2.3,0.067,32.0,0.99648,3.52,0.57,11.0,0
1469,0.98,0.05,2.1,0.061,49.0,0.99705,3.31,0.55,9.7,0
1470,0.69,0.11,1.4,0.084,24.0,0.99578,2.88,0.47,9.7,0
1471,0.7,0.08,3.75,0.067,16.0,0.99334,3.43,0.52,12.6,0
1472,0.35,0.6,2.6,0.073,44.0,0.99656,3.38,0.79,11.1,1
1473,0.6,0.08,1.8,0.071,45.0,0.99336,3.38,0.54,11.0,0
1474,0.5,0.5,13.8,0.205,82.0,1.00242,3.16,0.75,8.8,0
1475,0.47,0.11,2.2,0.048,89.0,0.99182,3.54,0.88,13.566666666666698,1
1477,0.47,0.11,2.2,0.048,89.0,0.99182,3.54,0.88,13.6,1
1478,0.875,0.05,5.7,0.0819999999999999,14.0,0.99808,3.4,0.52,10.2,0
1479,0.28,0.6,3.0,0.104,22.0,0.99828,3.39,0.68,10.6,0
1480,0.62,0.03,1.5,0.08,13.0,0.99498,3.66,0.62,10.1,0
1482,0.58,0.54,2.1,0.114,9.0,0.99719,3.33,0.57,10.3,0
1483,0.33,0.44,1.5,0.042,12.0,0.99542,3.35,0.61,10.7,0
1484,0.91,0.06,2.0,0.06,11.0,0.99592,3.53,0.64,10.9,0
1485,0.655,0.16,2.1,0.074,25.0,0.99606,3.37,0.55,9.7,0
1486,0.68,0.21,2.1,0.07,23.0,0.99546,3.38,0.6,10.3,0
1487,0.64,0.05,1.9,0.066,17.0,0.99496,3.52,0.78,10.6,0
1488,0.54,0.04,1.7,0.049,13.0,0.9942,3.72,0.58,11.4,0
1489,0.57,0.1,2.1,0.048,11.0,0.99448,3.44,0.76,10.8,1
1490,0.22,0.49,1.8,0.039,18.0,0.99344,3.39,0.56,12.4,1
1492,0.65,0.06,1.6,0.05,18.0,0.99348,3.57,0.54,11.95,0
1493,0.54,0.26,1.9,0.089,147.0,0.99636,3.26,0.59,9.7,0
1494,0.31,0.09,1.4,0.066,28.0,0.99459,3.42,0.7,10.0,1
1495,0.43,0.02,1.9,0.08,28.0,0.99492,3.35,0.81,10.6,1
1497,0.74,0.03,2.3,0.054,16.0,0.99508,3.45,0.63,11.5,1
1498,0.895,0.04,2.3,0.068,13.0,0.99582,3.53,0.58,10.8,1
1500,0.725,0.04,1.5,0.076,15.0,0.99508,3.26,0.53,9.6,0
1501,0.82,0.29,4.3,0.083,64.0,0.99642,3.16,0.53,9.4,0
1502,0.585,0.18,2.4,0.078,60.0,0.99638,3.31,0.54,9.8,0
1503,0.44,0.39,2.5,0.077,14.0,0.99555,3.51,0.69,11.0,1
1504,0.38,0.57,2.3,0.106,12.0,0.99605,3.36,0.55,11.4,1
1505,0.76,0.02,1.8,0.078,12.0,0.996,3.55,0.63,9.95,0
1506,0.81,0.05,2.0,0.07,14.0,0.99562,3.51,0.66,10.8,1
1508,0.27,0.6,2.1,0.074,25.0,0.99814,3.38,0.72,10.6,1
1509,0.18,0.4,1.8,0.062,20.0,0.9941,3.28,0.7,11.1,0
1510,0.36,0.21,2.2,0.047,48.0,0.99661,3.47,0.77,9.7,1
1511,0.69,0.04,2.1,0.068,27.0,0.99712,3.44,0.67,9.8,0
1512,0.79,0.04,2.2,0.061,17.0,0.99588,3.53,0.65,10.4,1
1513,0.56,0.15,1.8,0.078,65.0,0.99294,3.33,0.6,10.5,1
1514,0.84,0.21,4.1,0.074,65.0,0.99842,3.53,0.72,9.23333333333333,1
1515,0.84,0.21,4.1,0.074,65.0,0.99842,3.53,0.72,9.25,1
1516,0.32,0.25,2.3,0.071,58.0,0.99633,3.42,0.97,10.6,0
1517,0.53,0.06,2.0,0.063,44.0,0.99489,3.38,0.83,10.3,1
1518,0.47,0.46,2.2,0.114,20.0,0.99647,3.32,0.63,10.5,0
1519,0.7,0.08,2.6,0.106,27.0,0.99665,3.44,0.58,10.2,0
1521,0.48,0.2,1.9,0.0819999999999999,23.0,0.99585,3.39,0.43,9.05,0
1523,0.48,0.25,2.0,0.076,61.0,0.9953,3.34,0.6,10.4,0
1524,0.42,0.19,2.0,0.075,47.0,0.99522,3.39,0.78,10.0,1
1525,0.48,0.08,2.1,0.064,34.0,0.99552,3.33,0.64,9.7,0
1526,0.47,0.08,2.2,0.064,38.0,0.99553,3.3,0.65,9.6,1
1527,0.53,0.07,1.7,0.071,24.0,0.9951,3.29,0.66,10.8,1
1528,0.29,0.49,2.2,0.096,59.0,0.99714,3.31,0.67,10.1,1
1529,0.69,0.08,2.1,0.063,52.0,0.99608,3.42,0.6,10.2,1
1530,0.44,0.09,2.2,0.063,18.0,0.99444,3.42,0.69,11.3,1
1531,0.705,0.1,2.8,0.081,28.0,0.99631,3.6,0.66,10.2,0
1532,0.53,0.13,2.0,0.0579999999999999,22.0,0.99573,3.21,0.68,9.9,1
1533,0.39,0.3,1.9,0.074,84.0,0.99717,3.39,0.61,9.0,0
1534,0.56,0.14,2.4,0.064,29.0,0.99397,3.42,0.62,11.7,1
1535,0.55,0.13,2.2,0.075,35.0,0.9959,3.36,0.59,9.7,1
1536,0.53,0.08,1.9,0.077,45.0,0.99528,3.6,0.68,10.3,1
1537,0.58,0.08,1.9,0.059,31.0,0.99484,3.5,0.64,10.2,1
1538,0.64,0.09,2.5,0.081,26.0,0.99538,3.57,0.63,12.0,0
1539,0.39,0.32,1.8,0.065,60.0,0.99714,3.46,0.78,9.9,0
1540,0.52,0.08,4.4,0.071,32.0,0.99646,3.56,0.63,11.6,1
1541,0.25,0.29,2.2,0.054,49.0,0.99666,3.4,0.76,10.9,1
1542,0.855,0.02,1.9,0.064,38.0,0.99472,3.3,0.56,10.75,1
1543,0.44,0.42,2.2,0.064,19.0,0.99758,3.25,0.57,10.4,1
1544,0.37,0.43,2.3,0.063,19.0,0.9955,3.17,0.81,11.2,1
1545,0.63,0.33,1.8,0.059,28.0,0.99531,3.36,0.64,10.1,1
1546,0.57,0.02,2.0,0.072,26.0,0.99575,3.36,0.61,10.2,0
1547,0.6,0.1,1.6,0.048,26.0,0.99306,3.55,0.51,12.1,0
1548,0.4,0.5,2.0,0.099,50.0,0.99783,3.1,0.58,10.4,0
1549,0.36,0.3,1.8,0.074,24.0,0.99419,3.24,0.7,11.4,1
1550,0.68,0.0,2.3,0.087,26.0,0.99783,3.45,0.53,9.5,0
1551,0.67,0.0,2.3,0.083,27.0,0.99768,3.44,0.54,9.4,0
1552,0.68,0.01,3.7,0.103,54.0,0.99586,3.51,0.66,11.3,1
1553,0.735,0.0,2.2,0.08,28.0,0.99765,3.41,0.6,9.4,0
1554,0.855,0.02,2.4,0.062,23.0,0.99627,3.54,0.6,11.0,1
1555,0.56,0.17,1.7,0.065,24.0,0.99514,3.44,0.68,10.55,1
1556,0.88,0.04,2.2,0.066,20.0,0.99636,3.53,0.56,9.9,0
1558,0.63,0.33,6.7,0.235,115.0,0.99787,3.22,0.56,9.5,0
1559,0.6,0.26,2.0,0.08,131.0,0.99622,3.21,0.52,9.9,0
1562,0.695,0.13,2.0,0.076,20.0,0.99546,3.29,0.54,10.1,0
1565,0.67,0.02,1.9,0.061,42.0,0.99489,3.39,0.82,10.9,1
1566,0.16,0.64,2.1,0.059,52.0,0.99494,3.34,0.71,11.2,1
1568,0.56,0.13,1.6,0.077,42.0,0.99629,3.34,0.59,9.2,0
1569,0.51,0.14,1.9,0.0559999999999999,34.0,0.99396,3.48,0.57,11.5,1
1570,0.36,0.53,2.2,0.23,35.0,0.9934,3.37,0.93,12.4,1
1571,0.38,0.14,2.2,0.038,25.0,0.99514,3.44,0.65,11.1,1
