Unnamed: 0,volatile acidity,citric acid,residual sugar,chlorides,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1527,0.53,0.07,1.7,0.071,24.0,0.9951,3.29,0.66,10.8,1
1528,0.29,0.49,2.2,0.096,59.0,0.99714,3.31,0.67,10.1,1
1529,0.69,0.08,2.1,0.063,52.0,0.99608,3.42,0.6,10.2,1
1530,0.44,0.09,2.2,0.063,18.0,0.99444,3.42,0.69,11.3,1
1531,0.705,0.1,2.8,0.081,28.0,0.99631,3.6,0.66,10.2,0
1532,0.53,0.13,2.0,0.0579999999999999,22.0,0.99573,3.21,0.68,9.9,1
1533,0.39,0.3,1.9,0.074,84.0,0.99717,3.39,0.61,9.0,0
1534,0.56,0.14,2.4,0.064,29.0,0.99397,3.42,0.62,11.7,1
1535,0.55,0.13,2.2,0.075,35.0,0.9959,3.36,0.59,9.7,1
1536,0.53,0.08,1.9,0.077,45.0,0.99528,3.6,0.68,10.3,1
1537,0.58,0.08,1.9,0.059,31.0,0.99484,3.5,0.64,10.2,1
1538,0.64,0.09,2.5,0.081,26.0,0.99538,3.57,0.63,12.0,0
1539,0.39,0.32,1.8,0.065,60.0,0.99714,3.46,0.78,9.9,0
1541,0.25,0.29,2.2,0.054,49.0,0.99666,3.4,0.76,10.9,1
1542,0.855,0.02,1.9,0.064,38.0,0.99472,3.3,0.56,10.75,1
1543,0.44,0.42,2.2,0.064,19.0,0.99758,3.25,0.57,10.4,1
1544,0.37,0.43,2.3,0.063,19.0,0.9955,3.17,0.81,11.2,1
1545,0.63,0.33,1.8,0.059,28.0,0.99531,3.36,0.64,10.1,1
1546,0.57,0.02,2.0,0.072,26.0,0.99575,3.36,0.61,10.2,0
1547,0.6,0.1,1.6,0.048,26.0,0.99306,3.55,0.51,12.1,0
1548,0.4,0.5,2.0,0.099,50.0,0.99783,3.1,0.58,10.4,0
1549,0.36,0.3,1.8,0.074,24.0,0.99419,3.24,0.7,11.4,1
1550,0.68,0.0,2.3,0.087,26.0,0.99783,3.45,0.53,9.5,0
1551,0.67,0.0,2.3,0.083,27.0,0.99768,3.44,0.54,9.4,0
1553,0.735,0.0,2.2,0.08,28.0,0.99765,3.41,0.6,9.4,0
1554,0.855,0.02,2.4,0.062,23.0,0.99627,3.54,0.6,11.0,1
1555,0.56,0.17,1.7,0.065,24.0,0.99514,3.44,0.68,10.55,1
1556,0.88,0.04,2.2,0.066,20.0,0.99636,3.53,0.56,9.9,0
1562,0.695,0.13,2.0,0.076,20.0,0.99546,3.29,0.54,10.1,0
1565,0.67,0.02,1.9,0.061,42.0,0.99489,3.39,0.82,10.9,1
1566,0.16,0.64,2.1,0.059,52.0,0.99494,3.34,0.71,11.2,1
1568,0.56,0.13,1.6,0.077,42.0,0.99629,3.34,0.59,9.2,0
1569,0.51,0.14,1.9,0.0559999999999999,34.0,0.99396,3.48,0.57,11.5,1
1572,0.69,0.32,2.2,0.069,104.0,0.99632,3.33,0.51,9.5,0
1573,0.58,0.2,2.4,0.075,50.0,0.99467,3.58,0.67,12.5,1
1575,0.52,0.4,2.2,0.06,20.0,0.99474,3.26,0.64,11.8,1
1576,0.3,0.63,1.6,0.081,29.0,0.99588,3.3,0.78,10.8,1
1578,0.67,0.15,1.8,0.118,20.0,0.9954,3.42,0.67,11.3,1
1579,0.56,0.09,1.7,0.053,32.0,0.99402,3.54,0.6,11.3,0
1580,0.35,0.33,2.4,0.068,26.0,0.9947,3.36,0.6,11.9,1
1582,0.715,0.1,2.6,0.053,27.0,0.99362,3.57,0.5,11.9,0
1583,0.46,0.29,2.1,0.074,98.0,0.99578,3.33,0.62,9.8,0
1584,0.32,0.44,2.4,0.061,34.0,0.99484,3.29,0.8,11.6,1
1585,0.39,0.44,2.6,0.066,48.0,0.99494,3.3,0.84,11.5,1
1586,0.31,0.41,2.4,0.065,60.0,0.99492,3.34,0.85,11.4,1
1587,0.61,0.11,1.8,0.066,28.0,0.99483,3.55,0.66,10.9,1
1588,0.66,0.33,2.5,0.068,102.0,0.99414,3.27,0.78,12.8,1
1590,0.55,0.15,1.8,0.077,35.0,0.99314,3.32,0.82,11.6,1
1591,0.74,0.09,1.7,0.089,26.0,0.99402,3.67,0.56,11.6,1
1592,0.51,0.13,2.3,0.076,40.0,0.99574,3.42,0.75,11.0,1
1593,0.62,0.08,1.9,0.068,38.0,0.99651,3.42,0.82,9.5,1
1594,0.6,0.08,2.0,0.09,44.0,0.9949,3.45,0.58,10.5,0
1595,0.55,0.1,2.2,0.062,51.0,0.99512,3.52,0.76,11.2,1
1597,0.645,0.12,2.0,0.075,44.0,0.99547,3.57,0.71,10.2,0
1598,0.31,0.47,3.6,0.067,42.0,0.99549,3.39,0.66,11.0,1
